iyp_org_name,iyp_countries,iyp_n_as,tier,candidates,candidate_names
Rockwool A/S,DK,1,legal_exact,213800QRC7LNX935OZ09;213800YET2PHWGWXTS98,ROCKWOOL A/S [ACTIVE] | ROCKWOOL A/S [ACTIVE]
Balyasny Asset Management L.P.,US,1,legal_exact,549300VHOIR9DRECO718;IEY25V8W6D7HRX2LB395,BALYASNY ASSET MANAGEMENT (EQVOL) L.P. [ACTIVE] | BALYASNY ASSET MANAGEMENT L.P. [ACTIVE]
Goldman Sachs International,GB,2,legal_exact,549300R83Q2VTICWNV15;W22LROWP2IHZNBB6K528,GOLDMAN SACHS INTERNATIONAL [ACTIVE] | GOLDMAN SACHS INTERNATIONAL [ACTIVE]
SHAKTI ENTERPRISES,IN,1,legal_exact,254900LNAAU2THP8KQ45;3358004OHW1YQDK4WF11;335800NALRDRIOVVVT77;335800UF7KDQ5HLGQH59;648859T80ZE32BNZG346;6488Z52F6TF2209YMN69;894500JR71RXS43A8A32;9845001C3AME84BC4428;98450046G8607DBE8309;98450088O024605ELF75,SHAKTI ENTERPRISES [ACTIVE] | SHAKTI ENTERPRISES [ACTIVE] | SHAKTI ENTERPRISES [ACTIVE] | SHAKTI ENTERPRISES [ACTIVE] | SHAKTI ENTERPRISES [ACTIVE] | SHAKTI ENTERPRISES [ACTIVE] | SHAKTI ENTERPRISES [ACTIVE] | SHAKTI ENTERPRISES [ACTIVE] | SHAKTI ENTERPRISES [ACTIVE] | SHAKTI ENTERPRISES [ACTIVE]
Brown Advisory,US,1,legal_core,549300KMFGGW36I79D06;P288GKT06PXMRGV0QY85,BROWN ADVISORY LLC [ACTIVE] | BROWN ADVISORY INCORPORATED [ACTIVE]
AT & T,US,1,legal_core,4PD8YHHBETYIBWD91168;549300Z40J86GGSTL398,AT&T CORP. [ACTIVE] | AT&T INC. [ACTIVE]
Horizon Bank,US,1,legal_exact,549300S8PW45KP1BXG51;P7GC0W65KB5CEIHLDX81,Horizon Bank [ACTIVE] | Horizon Bank [ACTIVE]
Data Management S.r.l.,IT,2,legal_exact,984500B4E37C75EF6B07;984500F065E8D8CD9F29,DATA MANAGEMENT S.R.L. [ACTIVE] | DATA MANAGEMENT S.R.L. [ACTIVE]
STEL S.R.L.,IT,3,legal_exact,815600160C7229417987;815600BA7CC39B32A550;984500B0DB900AC55606,STEL S.R.L. [ACTIVE] | STEL S.R.L. [ACTIVE] | STEL S.R.L. [ACTIVE]
Arthur J. Gallagher & Co.,US,1,legal_exact,54930049QLLMPART6V29;549300W1LR6185MJVD75,ARTHUR J. GALLAGHER & CO. [ACTIVE] | Arthur J. Gallagher & Co. (Illinois) [ACTIVE]
"P. Schoenfeld Asset Management, LLC",US,1,legal_core,549300QV8QHGRC1V8N10;U4CM8G7R81JF4FNVS566,P. SCHOENFELD ASSET MANAGEMENT LLP [ACTIVE] | P. SCHOENFELD ASSET MANAGEMENT LP [ACTIVE]
Premier Bank,US,1,legal_exact,25490031SXYH24299E86;254900RZHOIGZ93T3S32;5493007NUZE2Z68U3P36,PREMIER BANK [ACTIVE] | Premier Bank [ACTIVE] | Premier Bank [ACTIVE]
EWR AG,DE,1,legal_core,5299006CHPP32MWH3F50;529900SSO2VKUX8MG045,EWR Aktiengesellschaft [ACTIVE] | EWR GmbH [ACTIVE]
Affinity Federal Credit Union,US,1,legal_core,5493004UNRG4PWDF2K60;549300Q0QG1CZF1H4O06,AFFINITY [ACTIVE] | AFFINITY [ACTIVE]
Huntington Place,US,1,legal_core,549300K4MF02QB76D531;549300VVCBKZ792PU717,"Huntington Place L.L.C. [ACTIVE] | HUNTINGTON PLACE, LLC [ACTIVE]"
HSBC Bank plc,GB,1,legal_exact,213800WBIA1XFRSKOM97;MP6I5ZYZBEU3UXPYFY54,HSBC BANK PLC (PARIS BRANCH) [ACTIVE] | HSBC BANK PLC [ACTIVE]
Simon Property Group LP,US,1,legal_core,529900GQL5X8H7AO3T64;MR92GTD0MJTTTTQDVG45,"SIMON PROPERTY GROUP, INC. [ACTIVE] | SIMON PROPERTY GROUP, L.P. [ACTIVE]"
Shubh Enterprises,IN,1,legal_exact,335800B9Q2WQ7VRA9844;335800MXBNV4BNSIUC84,SHUBH ENTERPRISES [ACTIVE] | SHUBH ENTERPRISES [ACTIVE]
Providence Equity Partners LLC,US,1,legal_core,254900HEWGKY7V7YSA95;ZL51JJATKJP127GF1215,Providence Equity Partners (Docente) S.C.Sp. [ACTIVE] | PROVIDENCE EQUITY PARTNERS L.L.C. [ACTIVE]
Cooper Union,US,1,legal_core,5493005KPLM64E4BE019;549300MEOYKC1JM99D36,"Cooper Farms, Inc. [ACTIVE] | Cooper AB, LLC [ACTIVE]"
Strata,US,1,legal_core,549300NUXQ4W0A4MEN35;549300NXYX3K4WQSGJ17,STRATA CORPORATION [ACTIVE] | STRATA Credit Union [ACTIVE]
Great Southern Bank,US,1,legal_exact,1TMVIO1SD0RLIPEIW803;549300KJAE0JN2Z6YV76,Great Southern Bank [ACTIVE] | Great Southern Bank [ACTIVE]
Arkea Direct Bank SA,FR,1,legal_core,549300W3KIN4AHKM6X10;969500EYUH381IUM2589,ARKEA DIRECT BANK [ACTIVE] | ARKEA DIRECT BANK [ACTIVE]
Equinix (Netherlands) B.V.,NL,5,legal_exact,25490057NO6X6RRNY603;5493000WWMF7GKM9Z338,Equinix (Netherlands) B.V. [ACTIVE] | EQUINIX (EMEA) B.V. [ACTIVE]
"Private Joint Stock Company ""Insurance Company TAS""",UA,1,fuzzy,894500HJWHUZWVROTZ68,"ПРИВАТНЕ АКЦІОНЕРНЕ ТОВАРИСТВО ""СТРАХОВА КОМПАНІЯ ""УСГ"" [ACTIVE]"
The Citadel,US,1,legal_core,254900YGLRI5LX1DVN73;549300IPM6EKPVUPFL67;549300XOOL3OJTITCV30,CITADEL GP LLC [ACTIVE] | CITADEL LIMITED PARTNERSHIP [ACTIVE] | CITADEL FEDERAL CREDIT UNION [ACTIVE]
"Dell (China) Co.,Ltd",CN,1,legal_core,PPO13OM0KH2VCRPF3C42;RCOUBJVRBBFP2WXIPH39,DELL (XIAMEN) COMPANY LIMITED [ACTIVE] | DELL (CHINA) COMPANY LIMITED [ACTIVE]
S.T. S.r.l.,IT,1,legal_exact,8156002B6743C3724229;81560054139EF261EE60;815600D6E37EE9A05923;984500ADBC3D0F5D4077,S.T. S.R.L. [ACTIVE] | S@T S.R.L. [ACTIVE] | S.T. S.R.L. [ACTIVE] | S.T. S.R.L. [ACTIVE]
KAN Sp. z o.o.,PL,1,legal_core,259400518UJRCWEA6K54;259400E7EHZ0U10FAA85;259400EQGJ42JV7ELF79,"KAN SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ [ACTIVE] | KAN INVESTMENTS SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ [ACTIVE] | ""KAN"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ [ACTIVE]"
STACK Infrastructure Australia Pty Ltd,AU,2,legal_exact,254900ONK3SG1EN8VU28;254900RGG9CY727VOI61;254900RXA6ZMMAR8WZ34;254900TODB8V5TPKEL74,STACK Infrastructure Australia (369 Palmers Road) Pty Ltd [ACTIVE] | STACK INFRASTRUCTURE AUSTRALIA (411 PALMERS ROAD) PTY LTD [ACTIVE] | STACK Infrastructure Australia (1005 Boundary Road) Pty Ltd [ACTIVE] | STACK Infrastructure Australia (Palmers Road) Pty Ltd [ACTIVE]
BBAC S.A.L.,LB,1,legal_exact,254900FZS47RFFBGHN44;254900K5PKE4A0R1FF55,BBAC S.A.L [ACTIVE] | BBAC S.A.L. [ACTIVE]
STANDARD CHARTERED BANK,GB,1,legal_exact,254900XJQ7BKPSDXNP74;276345HYMX591FE8F735;RILFO74KP1CM8P6PCT96,Standard Chartered Bank [ACTIVE] | STANDARD CHARTERED BANK [ACTIVE] | STANDARD CHARTERED BANK [ACTIVE]
Caixabank S.A.,ES,1,legal_exact,213800USIB8S3I6BPZ49;815600C05FEE606C6309;984500FEA53D6B83E632,"CAIXABANK, S.A. (SUCURSAL EM PORTUGAL) [ACTIVE] | CAIXABANK, S.A. [ACTIVE] | CAIXABANK, S.A. [ACTIVE]"
"Woodward, Inc.",US,1,legal_exact,254900MYW0WKRJC4EY88;YPYKXXTR8TFDH54ZMB45,"WOODWARD, INC. [ACTIVE] | WOODWARD, INC. [ACTIVE]"
Crown College,US,1,legal_exact,2549002JVKCVG1EK8N25;549300FWLS38EZPYMS48,Crown College [ACTIVE] | Crown College [ACTIVE]
FIRST COMMUNITY CREDIT UNION,US,1,legal_exact,213800THW6KSUL191M34;549300F52SJSXL6QRM73,FIRST COMMUNITY CREDIT UNION [ACTIVE] | FIRST COMMUNITY CREDIT UNION [ACTIVE]
"Juniper Networks, Inc.",US,4,legal_exact,549300XTC50EMSMJIL10;AUHIXNGG7U2U7JEHM527,"JUNIPER NETWORKS (US), INC. [ACTIVE] | JUNIPER NETWORKS, INC. [ACTIVE]"
International Bank of Commerce,US,1,legal_exact,5493005GNZ6EJFS7LM83;549300K77JMKPUYBOI69;549300MCVEZA0JRZFF59;549300O3X3DZL8UBYQ38,International Bank of Commerce [ACTIVE] | International Bank of Commerce [ACTIVE] | International Bank of Commerce [ACTIVE] | International Bank of Commerce [ACTIVE]
MEIJER,US,1,legal_core,5493006OTW6EEO3VHT97;549300VH184HHOFFT776,"MEIJER, INC. [ACTIVE] | Meijer Credit Union [ACTIVE]"
Dimensional Fund Advisors,US,1,legal_core,5493008OMSIRU0QRJE93;S31KDR2I4VDC432ELJ36,DIMENSIONAL FUND ADVISORS PTE. LTD. [ACTIVE] | DIMENSIONAL FUND ADVISORS LP [ACTIVE]
Tieto Norway AS,NO,4,legal_exact,549300MS3UIFCV6XZ708;636700JTWA4KZLC09481,TIETO NORWAY AS [ACTIVE] | TIETO NORWAY AS [ACTIVE]
CIELO SRL,IT,1,legal_core,8156000E8B984BA6CE69;81560086D83628459393;815600912D4664427671,CIELO S.R.L. [ACTIVE] | CIELO S.R.L. [ACTIVE] | CIELO S.P.A. [ACTIVE]
BDO Unibank Inc,PH,1,legal_exact,3FGIIBS1PEI1FYQBGN97;549300FKBDBMXH4N9N93;549300PXLLK5QCF1XC81,"BDO UNIBANK, INC. [ACTIVE] | BDO UNIBANK, INC. (HONG KONG BRANCH) [ACTIVE] | BDO UNIBANK, INC. (SINGAPORE BRANCH) [ACTIVE]"
Bleu SAS,FR,2,legal_core,894500KAL9N4AAQ9O283;9695008DMOHXXZ7NDO72;9695008RP3X0CFT7SE60;969500RGZMMZ9UYJKV32,BLEU [ACTIVE] | BLEU [ACTIVE] | BLEU [ACTIVE] | BLEU [ACTIVE]
"Pzena Investment Management, L.L.C.",US,1,legal_core,6735QA45DYBXWQO11N07;77FR8E97WY61TIP8ID10,"PZENA INVESTMENT MANAGEMENT, LLC [ACTIVE] | PZENA INVESTMENT MANAGEMENT, INC. [ACTIVE]"
IMAC SPA,IT,1,legal_core,8156000F89F2A1D31B56;8156001F864BFC67BF40;8156009C0D58BB33C007;894500FY007C28518442,IMAC SRL [ACTIVE] | IMAC S.P.A. [ACTIVE] | IMAC S.R.L. [ACTIVE] | IMAC S.R.L. [ACTIVE]
The Prudential Insurance Company of America,US,1,legal_exact,549300O2DCII12773U30;X574KRZ6V5A7UBU45C31,THE PRUDENTIAL INSURANCE COMPANY OF AMERICA [ACTIVE] | PRUDENTIAL INSURANCE COMPANY OF AMERICA [ACTIVE]
Ambrogio s.r.l.,IT,1,legal_exact,8156004AA569D0A6A092;8156009459AB1AD81064;815600E04A2A54160010,AMBROGIO S.R.L. [ACTIVE] | AMBROGIO S.R.L. [ACTIVE] | AMBROGIO S.R.L. [ACTIVE]
Graham Packaging Company,US,1,legal_core,549300R14AE9EUHJQ778;549300YS0ZFT826HIK72,"GRAHAM PACKAGING COMPANY, L.P. [ACTIVE] | GRAHAM PACKAGING COMPANY INC. [ACTIVE]"
Proponent,US,1,legal_core,549300Q5FKQMSVTAGL25;549300SI3EZ7U02L5E39,"PROPONENT, INC. [ACTIVE] | PROPONENT Federal Credit Union [ACTIVE]"
Canadian Imperial Bank of Commerce,CA,2,legal_exact,2IGI19DL77OX0HC3ZE78;549300H8L46OOZOFHU82,Canadian Imperial Bank of Commerce [ACTIVE] | Canadian Imperial Bank Of Commerce [ACTIVE]
"Healthcare Realty Trust, Inc.",US,1,legal_core,549300CB86LH2IOKHH22;549300L0I14L7I0VLX84,HEALTHCARE REALTY TRUST INCORPORATED [ACTIVE] | HEALTHCARE REALTY TRUST INCORPORATED [ACTIVE]
BLUE SAS,FR,2,legal_core,9695002RM7BZ9EYIGH26;969500R4XI7TZACPRO07,BLUE [ACTIVE] | BLUE [ACTIVE]
"RP Management, LLC",US,1,legal_exact,254900V32CF6PUZO2F49;549300BGWD6WSDHZXE82,"RP MANAGEMENT, LLC [ACTIVE] | RP MANAGEMENT LLC [ACTIVE]"
Dagrofa ApS,DK,1,legal_exact,529900BWY373HVUNIC90;529900WM9HHXJ2REC786,DAGROFA ApS [ACTIVE] | Dagrofa ApS [ACTIVE]
Prometeo S.r.l.,IT,1,legal_exact,5299005VFE2P7SXMJI47;529900W6OKBRPPO9KQ75;81560025A21612636978;815600323B68B5E82E94;815600764636245F5E46;815600CAB0FF90BBD204,PROMETEO S.R.L. [ACTIVE] | PROMETEO S.R.L. [ACTIVE] | PROMETEO S.R.L. [ACTIVE] | PROMETEO S.R.L. [ACTIVE] | PROMETEO S.R.L. [ACTIVE] | PROMETEO - S.R.L. [ACTIVE]
Independent Bank Corporation,US,1,legal_core,20TVKH7M13MUBGE80C53;549300C5K3W8THR3GE10;549300RBN5KM5RUFOE42,Independent Bank [ACTIVE] | INDEPENDENT BANK CORP. [ACTIVE] | Independent Bank [ACTIVE]
FMR LLC,US,9,legal_exact,254900T2NE6KFHIOIB52;6X064LF7Y6B4DKF2GZ26,"FMR, LLC [ACTIVE] | FMR LLC [ACTIVE]"
OTSUKA CORPORATION,JP,1,other_name_exact,3538006B5I9Z4MTJ7K04;529900RG9DJ58J3UIE72,株式会社大塚 [ACTIVE] | 株式会社大塚商会 [ACTIVE]
Taishin International Bank,TW,1,other_name_core,549300X18HY4B4D40R12;549300ZFPYDS135LU078,台新國際商業銀行股份有限公司 [ACTIVE] | 台新國際商業銀行股份有限公司 [ACTIVE]
Creative Computers,IN,1,legal_exact,8945000F8CI8ERN3P386;8945007OZHZDN4LW1I15,CREATIVE COMPUTERS [ACTIVE] | CREATIVE COMPUTERS [ACTIVE]
Members Choice Credit Union,US,1,other_name_exact,254900J9O6LD52M7KM82;5493008EOM1VM8BBK206,COOPERATIVE CHOICE NETWORK CREDIT UNION [ACTIVE] | MEMBERS CHOICE [ACTIVE]
Gannett Co. Inc.,US,4,other_name_exact,5493006PH3BYSUOBLD51;549300JQ2PU0RI3ZBA32;549300YC5EDBGX85AO10,"GANNETT MEDIA CORP. [ACTIVE] | USA TODAY CO., INC. [ACTIVE] | TEGNA INC. [ACTIVE]"
First Financial Bank,US,1,legal_exact,254900CNZPI5WN45KW48;549300IVURCTJ6QVMD67;549300YIZECN2NB3I529;MV4O55SH8HO6KQSGW013,First Financial Bank [ACTIVE] | First Financial Bank [ACTIVE] | First Financial Bank [ACTIVE] | First Financial Bank [ACTIVE]
TAG,IN,1,legal_core,9845007559B59C8E0A63;984500EU9484ACD8OC74,TAG CORPORATION [ACTIVE] | TAG CORPORATION PRIVATE LIMITED [ACTIVE]
Jabil,US,6,legal_core,5493000CGCQY2OQU7669;549300PHEYEGW57WS656,JABIL INC. [ACTIVE] | JABIL SDN. BHD. [ACTIVE]
Van Veen Beheer B.V.,NL,1,legal_exact,7245003FPGAATK3K5354;7245003QN1HL8F32UY03;724500S2Y8MJY8DO5G14;724500UOYJWXEDT86J39,Van Veen Beheer B.V. [ACTIVE] | Van Veen Beheer B.V. [ACTIVE] | Van Veen Beheer B.V. [ACTIVE] | Van Veen Beheer B.V. [ACTIVE]
Ford Foundation,US,1,legal_exact,335800VPFH5ZHOYDMH14;54930013YZ3DULPNNT44,THE FORD FOUNDATION [ACTIVE] | THE FORD FOUNDATION [ACTIVE]
PRAGATHI ENTERPRISES,IN,1,legal_exact,6488DRPG8336KAJ51838;894500Z771GNU39MK725,PRAGATHI ENTERPRISES [ACTIVE] | PRAGATHI ENTERPRISES [ACTIVE]
The National Bank PLC,PS,1,legal_core,254900X9W6ZM5892IR41;549300YF9MO2JS8OZB36,The National Bank [ACTIVE] | THE NATIONAL BANK COMPANY [ACTIVE]
"McKinsey & Company, Inc.",US,8,legal_exact,2549004HRCU4JSZDCB35;KRXXK3K6ZU5I4X4VTH24,"MCKINSEY & COMPANY, INC. (MALAYSIA) [ACTIVE] | MCKINSEY & COMPANY, INC. [ACTIVE]"
Second Street,US,1,legal_core,254900N6O26U9N5E4H33;549300JG5X9MOUUVCR82,"Second Street Investments, LLC [ACTIVE] | Second Street Corporation [ACTIVE]"
Korea Development Bank,KR,1,legal_exact,213800UVBWYXM97HSY04;549300XPNL3J2VYAWN77,THE KOREA DEVELOPMENT BANK [ACTIVE] | THE KOREA DEVELOPMENT BANK [ACTIVE]
ENGIE SA,FR,3,legal_core,549300EL1OTYCHBFUV17;LAXUQCHT4FH58LRZDY46,ENGIE CC [ACTIVE] | ENGIE [ACTIVE]
Siemens AG,DE,4,legal_core,391200HRVVXK0TAQJU80;W38RGI023J3WT1HWRP32,Siemens Stiftung [ACTIVE] | Siemens Aktiengesellschaft [ACTIVE]
"Rosetta Stone, LTD.",US,1,legal_core,5299001UYF7L66NG5049;549300Z3EI7MS3873440,ROSETTA STONE INC. [ACTIVE] | Rosetta Stone LLC [ACTIVE]
Parsons Corp.,US,1,legal_core,5493001A8DPRB21YBS87;549300ZXH0VRBSEPX752,PARSONS Federal Credit Union [ACTIVE] | PARSONS CORPORATION [ACTIVE]
STERLITE TECHNOLOGIES LTD,IN,1,legal_core,2549009PLGZR1CDA6F81;254900ZU1LQVS3HJ4N81,STERLITE TECHNOLOGIES LIMITED [ACTIVE] | Sterlite Technologies S.P.A. [ACTIVE]
CDW,US,1,legal_core,549300RU2J599RPFD076;9845001B052ABF0B6755,CDW LLC [ACTIVE] | CDW CORPORATION [ACTIVE]
SI.EL.CO. SRL,IT,1,legal_core,81560056C73318F4EA07;81560061B2D4DE6C9651,"SI.EL. S.R.L. [ACTIVE] | ""SI.EL.CO. S.R.L."" [ACTIVE]"
PLANET SERVICE SRL,IT,1,legal_core,8156007986D343F17940;815600C9E02B5819CA94;98450077A79FE89N0515,PLANET SERVICE S.R.L. [ACTIVE] | PLANET SERVICE S.R.L. [ACTIVE] | PLANET SERVICE S.R.L. [ACTIVE]
United Bank Limited,PK,1,legal_exact,25490030EXC4CQV3JH29;27632G6O0L6ZF8M2Y992,UNITED BANK LIMITED [ACTIVE] | UNITED BANK LIMITED [ACTIVE]
City Of Lancaster,US,1,legal_exact,549300BGOEKNNN4HPE68;549300OOF1YMTXDU5286,City of Lancaster [ACTIVE] | City of Lancaster [ACTIVE]
SMBC Bank International plc,GB,1,legal_exact,2549007H11SP7GCXGN21;NT7C58H5HPZYKZDPOO64,SMBC BANK INTERNATIONAL PLC [ACTIVE] | SMBC BANK INTERNATIONAL PLC [ACTIVE]
State Street Bank and Trust Company,US,2,legal_exact,54930040JC7I4R2I8K66;571474TGEMMWANRLN572,STATE STREET BANK AND TRUST COMPANY [ACTIVE] | State Street Bank and Trust Company [ACTIVE]
BLUESCOPE STEEL LIMITED,AU,1,legal_exact,529900H6UQI16XACWC95;549300FGZXD9XKS08M40,BLUESCOPE STEEL LIMITED [ACTIVE] | BLUESCOPE STEEL (FINANCE) LIMITED [ACTIVE]
Gentex Corporation,US,1,legal_exact,549300D4CU0NSS5ZNN73;549300S3UD8XV1MN0287,GENTEX CORPORATION [ACTIVE] | GENTEX CORPORATION [ACTIVE]
SERES SA,FR,1,legal_core,969500NNJ9OJTFBY0S54;969500YWNQOIZ1GX3478,SERES [ACTIVE] | SERES [ACTIVE]
Jefferies International Limited,GB,1,legal_exact,213800NXQ9AZJGTWGJ19;S5THZMDUJCTQZBTRVI98,JEFFERIES INTERNATIONAL (NOMINEES) LIMITED [ACTIVE] | JEFFERIES INTERNATIONAL LIMITED [ACTIVE]
Omnicell,US,1,legal_core,5493008RH0GTKHHPZI77;549300RBDRVI85KO4D38,"OMNICELL, INC. [ACTIVE] | OMNICELL B.V. [ACTIVE]"
American Electirc Power Co.,US,1,fuzzy,1B4S6S7G0TW5EE83BO58;JHOZYZ5WPEXWR477VH72,"AMERICAN ELECTRIC POWER COMPANY, INC. [ACTIVE] | KENTUCKY POWER COMPANY [ACTIVE]"
Cascade Corporation,US,1,legal_exact,54930073HYK758F9X433;5493008L72QGSCC15F65,CASCADE CORPORATION [ACTIVE] | Cascade Corporation [ACTIVE]
Mckinsey & Company,US,2,legal_core,2549004HRCU4JSZDCB35;KRXXK3K6ZU5I4X4VTH24,"MCKINSEY & COMPANY, INC. (MALAYSIA) [ACTIVE] | MCKINSEY & COMPANY, INC. [ACTIVE]"
Mega International Commercial Bank,TW,1,legal_core,2549009ME4AK3ADZE687;254900CR5T960ZKW5652;549300WHMGAP15TBW058,"MEGA INTERNATIONAL COMMERCIAL BANK CO. LTD. [ACTIVE] | Mega International Commercial Bank Co., Ltd. [ACTIVE] | MEGA INTERNATIONAL COMMERCIAL BANK CO., LTD [ACTIVE]"
The Boom Company,US,1,legal_core,25490057L5H8EFCHGB37;549300L6XUCGPFVA0566,"BOOM, INC. [ACTIVE] | Boom, Inc. [ACTIVE]"
SEI LLC,US,1,legal_core,549300ENUNGKJV1XM837;5LJTIFADGZ6XH1RVOC11,"SEI, INC. [ACTIVE] | SEI INVESTMENTS COMPANY [ACTIVE]"
LSC Communications,US,1,legal_core,254900ZG7GWXX1RAM256;5493000O7BCKOMYMHF87,"LSC Communications LLC [ACTIVE] | LSC Communications, Inc. [ACTIVE]"
PI DATA CENTERS PRIVATE LIMITED,IN,1,legal_exact,335800DD18RMT9JFZX63;335800TWJPKVEMJ85B97,PI DATA CENTERS (MUMBAI) PRIVATE LIMITED [ACTIVE] | PI DATA CENTERS PRIVATE LIMITED [ACTIVE]
"North American Color, Inc.",US,1,fuzzy,54930066V5N006NNPI51;549300LDIX1UB5J1DN27,North American Door Corp. [ACTIVE] | THE NORTH AMERICAN COAL CORPORATION [ACTIVE]
Saudi National Bank JSC,SA,2,legal_core,5586006ZEFQ542K7CY16;558600CQTRGF105Z2J41;558600E4C9MWY6TUVP22;558600V7SNWUPLE9BT66,The Saudi National Bank [ACTIVE] | The Saudi National Bank (Bahrain Branch) [ACTIVE] | THE SAUDI NATIONAL BANK (DUBAI BRANCH) [ACTIVE] | The Saudi National Bank ( Qatar branch) [ACTIVE]
DEKRA AG,DE,1,legal_core,529900LKVZALXPGVBS30;529900LZEZ8EIEK7W207,DEKRA e.V. [ACTIVE] | DEKRA SE [ACTIVE]
ACCESS,US,2,legal_core,254900UPNI34HUUQB490;549300V4QN9VP69K5I11,Access Credit Union [ACTIVE] | ACCESS Federal Credit Union [ACTIVE]
TEKNE S.R.L.,IT,1,legal_exact,81560019E9C1C7F33296;8156002113617E7A5D83;81560063FF5FF68AA088;815600A69A70B6848358;815600CA882179743018,TEKNE S.R.L. [ACTIVE] | TEKNE S.R.L [ACTIVE] | TEKNE S.R.L. [ACTIVE] | TEKNE S.R.L. [ACTIVE] | TEKNE S.R.L. [ACTIVE]
Wilmer Cutler Pickering Hale and Dorr LLP,US,1,legal_exact,549300WJIJQYRGTOYF19;549300XEO2OHZLTPZ097,WILMER CUTLER PICKERING HALE AND DORR LLP [ACTIVE] | WILMER CUTLER PICKERING HALE AND DORR LLP [ACTIVE]
Exchange Bank,US,1,legal_exact,2549004ZRHLORHQ9LT73;254900JCI5NCNPHHW147;5493000I54FJ7EG6WZ24;5493006Y2YCT81BVTL57,Exchange Bank [ACTIVE] | The Exchange Bank [ACTIVE] | Exchange Bank [ACTIVE] | Exchange Bank [ACTIVE]
LAXMI ENTERPRISE,IN,1,legal_exact,254900TMH2A36QAXLO80;335800PDHNGQVQSHS143;894500OHNHTTA5XP5624,LAXMI ENTERPRISE [ACTIVE] | LAXMI ENTERPRISE [ACTIVE] | LAXMI ENTERPRISE [ACTIVE]
"China Bohai Bank Co.,Ltd",CN,2,other_name_exact,254900MR5G7N1HWD7563;549300YB2ARX5DQT4F62,渤海銀行股份有限公司 (香港分行) [ACTIVE] | 渤海银行股份有限公司 [ACTIVE]
Members 1st Federal Credit Union,US,1,legal_core,2549001VSHUPB9WSF332;5493006MW6O2CE88BD43;549300SWKVL60SKWK981,Members 1st Credit Union [ACTIVE] | MEMBERS 1ST CREDIT UNION [ACTIVE] | MEMBERS 1ST [ACTIVE]
AB Bank Limited,BD,1,other_name_exact,254900GSWZ4BTRAK8C42;335800VOLFWHZGCROV17,AB BANK PLC. [ACTIVE] | AB BANK PLC [ACTIVE]
Northrop Grumman Corp.,US,3,legal_core,5493009D2COWW65B8673;RIMU48P07456QXSO0R61,NORTHROP GRUMMAN Federal Credit Union [ACTIVE] | NORTHROP GRUMMAN CORPORATION [ACTIVE]
"CAIXA GERAL DE DEPOSITOS, SA",PT,1,legal_core,87550097TW2SOB8H1160;TO822O0VT80V06K0FH57,Caixa Geral de Depositos [ACTIVE] | CAIXA GERAL DE DEPÓSITOS S.A. [ACTIVE]
MEDIANET S.R.L.,IT,1,legal_exact,529900SIEDV8K7RJYW85;815600F6CE0978A1E446,MEDIANET S.R.L. [ACTIVE] | MEDIANET S.R.L. [ACTIVE]
SEI Investments,US,2,legal_core,549300ENUNGKJV1XM837;5LJTIFADGZ6XH1RVOC11,"SEI, INC. [ACTIVE] | SEI INVESTMENTS COMPANY [ACTIVE]"
CYPRUS CREDIT UNION INC.,US,1,legal_core,54930071E48F8NBQB157;549300HS714PZ0BMPN11,"CYPRUS INVESTMENTS, INC. [ACTIVE] | CYPRUS Federal Credit Union [ACTIVE]"
EBV Elektronik GmbH,DE,1,legal_exact,213800CLEFK7A8TQP341;213800DI3RZCUH7YUN32;213800IV261X5GSMEX25;213800R5LLKF2U2SOH91,EBV ELEKTRONIK GMBH (BRANCH OFFICE IN UK) [ACTIVE] | EBV ELEKTRONIK GMBH [ACTIVE] | EBV ELEKTRONIK GMBH [ACTIVE] | EBV ELEKTRONIK GMBH [ACTIVE]
Bank of China Limited,CN,1,legal_exact,25490064D4J0UOZ7XS89;254900DOHD6ZQSF7GZ43;37890087D75CA7D1D544;549300WTHUV5DF3HHH67;984500BDB0DE6F1AF647,Bank of China Limited [ACTIVE] | BANK OF CHINA LIMITED [ACTIVE] | Bank of China Limited (Incorporated in China) [ACTIVE] | BANK OF CHINA (AUSTRALIA) LIMITED [ACTIVE] | BANK OF CHINA LIMITED [ACTIVE]
CTC,US,1,legal_core,549300CIE3BPB5RBFC41;549300H8FZ2WVT3S4344;549300OUY5Y47EXQBB91,"CTC, LLC [ACTIVE] | CTC LIMITED [ACTIVE] | CTC INVESTMENTS, LLC [ACTIVE]"
ALTERIS Sp. z o.o.,PL,1,legal_core,2594008WPATHAP7URN47;259400L0PQ7O48QP7H67,Alteris Spółka Akcyjna [ACTIVE] | ALTERIS S.A.R.L. [ACTIVE]
Tata Teleservices (Maharashtra) Ltd,IN,3,legal_core,3358003IB42VST99EI84;3358003M4YQ5CPJTVD89,TATA TELESERVICES (MAHARASHTRA) LIMITED [ACTIVE] | TATA TELESERVICES LIMITED [ACTIVE]
Barclays Bank plc,GB,1,legal_exact,2549003Q5J2G7ALNU316;G5GSEF7VJP5I7OUK5573,BARCLAYS BANK PLC [ACTIVE] | BARCLAYS BANK PLC [ACTIVE]
